path,label,class_id,split,split_original,source_type,source_group,shiny,sha256,width,height,mode
data/raw/poketwo-data/images/334.png,altaria,334,train,train,official_reference,official_334,0,e86af981d32a1a23326e4e38ce5dbe51e9ce1d78339257349ef64aec5c70eec1,475,475,RGBA
data/raw/poketwo-data/shiny/334.png,altaria,334,train,train,official_reference,official_334,1,008324beed44edeff74b9cf06fa307342e1b6fd645594bb59fc10031644e1808,750,750,RGBA
data/raw/poketwo-data/images/698.png,amaura,698,train,train,official_reference,official_698,0,30bf6d8b5ad6b4cf3c8dc867858a76705db359e1e24db0e7bdd19392899cd787,475,475,RGBA
data/raw/poketwo-data/shiny/698.png,amaura,698,train,train,official_reference,official_698,1,55fb00f2e0d23151461211f7b3188b6bc90d4684dd5236e0f8679498372e0017,475,475,RGBA
data/raw/poketwo-data/images/424.png,ambipom,424,train,train,official_reference,official_424,0,0d90e33fb532ad25ea302c3da42946ffe31e6220f99256b7a1f27f0de228982a,475,475,RGBA
data/raw/poketwo-data/shiny/424.png,ambipom,424,train,train,official_reference,official_424,1,073e62156aea43b7dbaf2e53ccda6a47cbfc0f05aa25f6e7b30fd5367eb8ab8a,475,475,RGBA
data/raw/poketwo-data/images/591.png,amoonguss,591,train,train,official_reference,official_591,0,5da782b19e1439cc7f76e7e2ad73f34ae27c23bec4b0035db227d974562be7f1,475,475,RGBA
data/raw/poketwo-data/shiny/591.png,amoonguss,591,train,train,official_reference,official_591,1,bd63910896f433439476587b46ad3865bd3a4bf35f44e938d833112e9dbe4429,475,475,RGBA
data/raw/poketwo-data/images/181.png,ampharos,181,train,train,official_reference,official_181,0,57d1e4f645b3cb6989d1a082766032370e39d72a4a097a7288495d79f3e9781f,475,475,RGBA
data/raw/poketwo-data/shiny/181.png,ampharos,181,train,train,official_reference,official_181,1,c290732d501b35c11dde74379623b5066c307b053a019e9c1326c430e9242334,475,475,RGBA
data/raw/poketwo-data/images/979.png,annihilape,979,train,train,official_reference,official_979,0,1a353fb9d040d9ee08d66c4e83f37fc8f2fb7588f9cf418a934f5145d3b92390,475,475,RGBA
data/raw/poketwo-data/shiny/979.png,annihilape,979,train,train,official_reference,official_979,1,663467c60530c403ab397b592b24ae323bd8378261576c0e4c66f597781b913c,475,475,RGBA
data/raw/poketwo-data/images/347.png,anorith,347,train,train,official_reference,official_347,0,49fb0a1d48e120a1aa8078bd85e8c26e2138cbd2cb53ae64eead5d6c26b43bb6,475,475,RGBA
data/raw/poketwo-data/shiny/347.png,anorith,347,train,train,official_reference,official_347,1,6eb7b79d34f382f603431ef6796543df13db48277a8306c9587912fa6784869f,475,475,RGBA
data/raw/poketwo-data/images/842.png,appletun,842,train,train,official_reference,official_842,0,23243efb8d41f525cc0d896604def8867544ed78a43b9c6a52a5f5042991f687,475,475,RGBA
data/raw/poketwo-data/shiny/842.png,appletun,842,train,train,official_reference,official_842,1,15dce59f873cfb09034fd733c8d911799d8b0af2efd03d7d7db9ad1f9d12d672,475,475,RGBA
data/raw/poketwo-data/images/840.png,applin,840,train,train,official_reference,official_840,0,a206a5af7487dd071e2f7bb85d068e306730fb27c486ad3d74ae17133b5eba22,475,475,RGBA
data/raw/poketwo-data/shiny/840.png,applin,840,train,train,official_reference,official_840,1,3017d0fed0a790cbd1d250ee02098097590a7af63b828dd6755566368e0be026,475,475,RGBA
data/raw/poketwo-data/images/930.png,arboliva,930,train,train,official_reference,official_930,0,83b86d5392b57340e64238d957fc2311546a7dd132235ab0ececb9b2759acf4f,475,475,RGBA
data/raw/poketwo-data/shiny/930.png,arboliva,930,train,train,official_reference,official_930,1,70c4ff8fe95d76ebfc7bbc2033bf7d2db7bcdf8ff96f09c3886feb46e1611274,475,475,RGBA
data/raw/poketwo-data/images/1018.png,archaludon,1018,train,train,official_reference,official_1018,0,3869f6933a369250523d1195fd853f8763184045819caf365f51aea4a8724a6e,475,475,RGBA
data/raw/poketwo-data/shiny/1018.png,archaludon,1018,train,train,official_reference,official_1018,1,681592104b60a7c8e34ab9633890eeac7504edb6ae3921c65ed73b4429a5adb5,475,475,RGBA
data/raw/poketwo-data/images/566.png,archen,566,train,train,official_reference,official_566,0,6e493b31aa5edc9ba1ff2af8e7e0ac134f062e4f7d3da4452293cf71080abf5c,475,475,RGBA
data/raw/poketwo-data/shiny/566.png,archen,566,train,train,official_reference,official_566,1,95962c98bf4c0e7840b1e87928324c0940df72d8fdab7e10ba65b56d2fc2ee0a,475,475,RGBA
data/raw/poketwo-data/images/997.png,arctibax,997,train,train,official_reference,official_997,0,3257f18461c2713a3a0df60f2dfe2885aad68dcdbd4cd88b02a8e46e58b34a7c,475,475,RGBA
data/raw/poketwo-data/shiny/997.png,arctibax,997,train,train,official_reference,official_997,1,45c4dd140e75227199a5ee2393cc62de0d2bf6e92cafbe57e5edb102811effc1,475,475,RGBA
data/raw/poketwo-data/images/883.png,arctovish,883,train,train,official_reference,official_883,0,8a198c18c1849ca40c2cfd1b3f7720cac3df0b399eb0c3489a5f96af5ac849cc,475,475,RGBA
data/raw/poketwo-data/shiny/883.png,arctovish,883,train,train,official_reference,official_883,1,8e441660aa5d68c97cdabb54aae409617b9ad93dd6125522abae738683b32c66,475,475,RGBA
data/raw/poketwo-data/images/881.png,arctozolt,881,train,train,official_reference,official_881,0,498bca883efbd5dd1920c396623b75855fefe089bd1e91fb047ff9978dd3b955,475,475,RGBA
data/raw/poketwo-data/shiny/881.png,arctozolt,881,train,train,official_reference,official_881,1,c0757f00dbb6d09ccfde9f93b0f7ee5c3bc0a0a440786fad074f1adaf8f623c2,475,475,RGBA
data/raw/poketwo-data/images/168.png,ariados,168,train,train,official_reference,official_168,0,c303a18229358a7f0c6e9db3cedfd40d18ed82342d7667c5d613fd2d3c13e04d,475,475,RGBA
data/raw/poketwo-data/shiny/168.png,ariados,168,train,train,official_reference,official_168,1,28e343952fd0b2c495bba043a41093b7ce3360c22977e1ec60a1a1d8a03f0067,475,475,RGBA
data/raw/poketwo-data/images/348.png,armaldo,348,train,train,official_reference,official_348,0,5a62139b637ef7fa919904c3c5dcd6b0f51423234917afb50229d9628e187971,475,475,RGBA
data/raw/poketwo-data/shiny/348.png,armaldo,348,train,train,official_reference,official_348,1,7aaace0eac8664a4995f96f6023c7129840460542107bc981e5a5e9bfecf4af5,475,475,RGBA
data/raw/poketwo-data/images/936.png,armarouge,936,train,train,official_reference,official_936,0,3d05f26c6026b6bf8f55b7fe02cc2aeaedf1cea2da5abce72334f10ee6d537bf,475,475,RGBA
data/raw/poketwo-data/shiny/936.png,armarouge,936,train,train,official_reference,official_936,1,2ee4867a5d8b6642deb49030aa10445a0e0d732458cc591c273c6ba3e9310506,475,475,RGBA
data/raw/poketwo-data/images/683.png,aromatisse,683,train,train,official_reference,official_683,0,0ecdf5419ad9a10dd3ccc868de0289e280a6322fc6ca0944a0272e937383f1f6,475,475,RGBA
data/raw/poketwo-data/shiny/683.png,aromatisse,683,train,train,official_reference,official_683,1,ed5a18bf46b4c0c2b5639f2a6940ba874ee73cc774e02e1ec57dca437a979951,475,475,RGBA
data/raw/poketwo-data/images/846.png,arrokuda,846,train,train,official_reference,official_846,0,4fc694dcb0780a5b79c24e1cf0c983ff3c537842013cb7181d01dc504ee73e15,475,475,RGBA
data/raw/poketwo-data/shiny/846.png,arrokuda,846,train,train,official_reference,official_846,1,4a757a2b6cbd8c922ceaf5be3de2b4c6168bf61335f1eeeecc3a8e5ad0c5e93b,475,475,RGBA
data/raw/poketwo-data/images/10166.png,articuno-galar,10166,train,train,official_reference,official_10166,0,eaab6e59bfe8e34ab835513b7ce002ec721744377af89f86748cd9e34b19ebd8,475,475,RGBA
data/raw/poketwo-data/shiny/10166.png,articuno-galar,10166,train,train,official_reference,official_10166,1,e54da53e144925168bc90bed55c3d152ff5fe1d9d7a32a21842d70453f8a3611,475,475,RGBA
data/raw/poketwo-data/images/531.png,audino,531,train,train,official_reference,official_531,0,d831247ee0d75dd19340f3fbfceccfbdd989986cc5c090ce2513576be0557a2c,475,475,RGBA
data/raw/poketwo-data/shiny/531.png,audino,531,train,train,official_reference,official_531,1,fc2c8d234102809c19b296e21c277e81602f041079dc3b5f6b4d2c0da5d65ef0,475,475,RGBA
data/raw/poketwo-data/images/699.png,aurorus,699,train,train,official_reference,official_699,0,ef8b5e1ea6918a8d911e3258155e52f20c1a8d4a9727d9ed6644011559323a80,475,475,RGBA
data/raw/poketwo-data/shiny/699.png,aurorus,699,train,train,official_reference,official_699,1,514fe53cfd77d15e7c8e6cf75c39790101bd5f13ce63d79b9c559348fc175463,475,475,RGBA
data/raw/poketwo-data/images/713.png,avalugg,713,train,train,official_reference,official_713,0,34d1d5ac88aa38bb47a9a053843d845bd155958d85436be1c18f322c22b2f96b,475,475,RGBA
data/raw/poketwo-data/shiny/713.png,avalugg,713,train,train,official_reference,official_713,1,8950d338a4608931ec8b61ce3dd4019bc40b33cc3937c9387de91f0b51921b85,475,475,RGBA
data/raw/poketwo-data/images/10235.png,avalugg-hisui,10235,train,train,official_reference,official_10235,0,def3c72199cc30aa03b0b4b2a2a27b5fa5bd805bdf5cc597709a597911274bcc,475,475,RGBA
data/raw/poketwo-data/shiny/10235.png,avalugg-hisui,10235,train,train,official_reference,official_10235,1,bb002b181c5d31f0aacb6fbd70b04713fd93788ec5e9ba0166a9dec3943621a8,475,475,RGBA
data/raw/poketwo-data/images/610.png,axew,610,train,train,official_reference,official_610,0,15fea7f47fce5eb30775b7367a0e34e0bf7f6c9d4348bb551e741a55fc9a5d4a,475,475,RGBA
data/raw/poketwo-data/shiny/610.png,axew,610,train,train,official_reference,official_610,1,e335e6a82c078fac75a44e85ae322914de3ca1f3c54606a294f61f967e4a6e7c,475,475,RGBA
data/raw/poketwo-data/images/482.png,azelf,482,train,train,official_reference,official_482,0,64d849d8cdacfa996b8242363e5fd43ece0c90c98255a858d5a4063a2eefe764,475,475,RGBA
data/raw/poketwo-data/shiny/482.png,azelf,482,train,train,official_reference,official_482,1,8af62f557a14ab2ad2e32eae63914f49fd63a824cbd4a6cb00dd1f9aa467b936,475,475,RGBA
data/raw/poketwo-data/images/184.png,azumarill,184,train,train,official_reference,official_184,0,c104b7ff84a6707c1b839c79611db172b57213539bfbfb27a24ee4ad50fb0c0f,475,475,RGBA
data/raw/poketwo-data/shiny/184.png,azumarill,184,train,train,official_reference,official_184,1,5e52363df1d9fdd6b222e0d7980077c86ecd162b7f9099ce18d8fa4d91a0ab90,475,475,RGBA
data/raw/poketwo-data/images/298.png,azurill,298,train,train,official_reference,official_298,0,e840093e40e7f5da12f268cfbc063457c635c47ab8ed7bd641aa0497e2bcf1fa,475,475,RGBA
data/raw/poketwo-data/shiny/298.png,azurill,298,train,train,official_reference,official_298,1,24c3ed7c22c36bd847eef77f388f4331cd6bc941111e7830a390fcc9a9e4dcdb,475,475,RGBA
data/raw/poketwo-data/images/339.png,barboach,339,train,train,official_reference,official_339,0,b323b3825a7b178380495c750cd8389917cb05d90768eccbd13edd905defb610,475,475,RGBA
data/raw/poketwo-data/shiny/339.png,barboach,339,train,train,official_reference,official_339,1,e0272393899af370e8b3039a1cb797af412a301ba94606cacfb141da81c5c994,475,475,RGBA
data/raw/poketwo-data/images/847.png,barraskewda,847,train,train,official_reference,official_847,0,4b6c99bf50e2e7066596ed72c2fcf691b61c96247481717b4031f56c6440873b,475,475,RGBA
data/raw/poketwo-data/shiny/847.png,barraskewda,847,train,train,official_reference,official_847,1,e0e2d3b5f03b8adcb2b3ddd90628bf1f7a7f47e1353b5b6b00ca950a2521e100,475,475,RGBA
data/raw/poketwo-data/images/902.png,basculegion-male,902,train,train,official_reference,official_902,0,170598dad30ba604bb6e73074f438198480568770ca92776562af6e763784171,475,475,RGBA
data/raw/poketwo-data/shiny/902.png,basculegion-male,902,train,train,official_reference,official_902,1,e7ca03c41c331247995edf49e1fb212bfad3508df0a863c9807266b3b3ef0bea,475,475,RGBA
data/raw/poketwo-data/images/10247.png,basculin-white-striped,10247,train,train,official_reference,official_10247,0,71dc6174663bf7c8918dc9e4505b4305d38acdf681df7aa213739c8e0d15e5d9,475,475,RGBA
data/raw/poketwo-data/shiny/10247.png,basculin-white-striped,10247,train,train,official_reference,official_10247,1,c472c71d5ff09b3c4ad2ddc1d5df02afd08cb89268d988c7ebd65b58b3da2869,475,475,RGBA
data/raw/poketwo-data/images/998.png,baxcalibur,998,train,train,official_reference,official_998,0,8fdf221566664632dbdd3ac37a608064d6eab34af9ba4a6d974dcb71d1b866f7,475,475,RGBA
data/raw/poketwo-data/shiny/998.png,baxcalibur,998,train,train,official_reference,official_998,1,04ad56e25bc8b1e3da0f3a7cff997a90ff409639a1845d6538ad49922f20f2c5,475,475,RGBA
data/raw/poketwo-data/images/153.png,bayleef,153,train,train,official_reference,official_153,0,32c4d95d1c3501153bc80173df04d8fb549b9ac93b15d7687fe9d56b15c640c6,475,475,RGBA
data/raw/poketwo-data/shiny/153.png,bayleef,153,train,train,official_reference,official_153,1,137c160f3a07865e047e80a2687b49c0a6cce4cb1e94d3a9aeebe1902b198b64,475,475,RGBA
data/raw/poketwo-data/images/614.png,beartic,614,train,train,official_reference,official_614,0,8ff5757bb5f21e409075914f41180bbbcf6c07b4a64eba836648327fdc90074e,475,475,RGBA
data/raw/poketwo-data/shiny/614.png,beartic,614,train,train,official_reference,official_614,1,9e9b9b279ed409de8c8bd86604f5150562954fd70d1c40e2b7506bb19d971e42,750,750,RGBA
data/raw/poketwo-data/images/267.png,beautifly,267,train,train,official_reference,official_267,0,bdd9142d9db26001b94f2d1f6d034331a2bad3926679e87b369d538eabac494a,475,475,RGBA
data/raw/poketwo-data/shiny/267.png,beautifly,267,train,train,official_reference,official_267,1,9d2a762905127940102b42871436e6648d2091d9cc9f917a39e722a8ba4de26e,475,475,RGBA
data/raw/poketwo-data/images/15.png,beedrill,15,train,train,official_reference,official_15,0,e0d7e991350a662d529a4460858fc2592b79264a5ded6d35cbc510ad6fec54cb,475,475,RGBA
data/raw/poketwo-data/shiny/15.png,beedrill,15,train,train,official_reference,official_15,1,dae0252f34e0c7a3cccbb9ca6b9e5f39e8dc9ccfded39dc64cfc81303995e34f,475,475,RGBA
data/raw/poketwo-data/images/939.png,bellibolt,939,train,train,official_reference,official_939,0,ad49200b81d0883459d92ea2f4538d8d592fd0e7354e258801c1b3574502e6fd,475,475,RGBA
data/raw/poketwo-data/shiny/939.png,bellibolt,939,train,train,official_reference,official_939,1,b92b598bd74d8a24329457c11cf072e69d44527b9fdf415f1d8cb2c54b1e85cc,475,475,RGBA
data/raw/poketwo-data/images/182.png,bellossom,182,train,train,official_reference,official_182,0,79a3abb187c441a48ed92fd2e80551070216cb88ffd3861112e881a7b0a82072,475,475,RGBA
data/raw/poketwo-data/shiny/182.png,bellossom,182,train,train,official_reference,official_182,1,b3a4b7d8bf734dc4ecc5084db9bad4d8e983d6a94735b443670c71697bbba967,475,475,RGBA
data/raw/poketwo-data/images/69.png,bellsprout,69,train,train,official_reference,official_69,0,ac04b5fa13b79a60308bb345ee4abdc4e6a7f6054170057e62150c13f3af0878,475,475,RGBA
data/raw/poketwo-data/shiny/69.png,bellsprout,69,train,train,official_reference,official_69,1,48f40b13c2a648e09fee18983f098a1e69805865b2fb52364759f4d43d19c22d,475,475,RGBA
data/raw/poketwo-data/images/712.png,bergmite,712,train,train,official_reference,official_712,0,1b6e0eb3398aedfbdea84061894d75df0e55a6c1396e85ddbe68da6b9f082ba1,475,475,RGBA
data/raw/poketwo-data/shiny/712.png,bergmite,712,train,train,official_reference,official_712,1,09cafbfa82d72fcec1adb2560e4fcf48756badc37766d323d01373bb686180a4,475,475,RGBA
data/raw/poketwo-data/images/760.png,bewear,760,train,train,official_reference,official_760,0,0e8ba8b3f3c4a2a62a46e58bb6a927de8d9cbcd421c6647446c35c4e487a783a,475,475,RGBA
data/raw/poketwo-data/shiny/760.png,bewear,760,train,train,official_reference,official_760,1,a85f793ae27e3f28d2617e51eefce9195faba32fa40680dd18e215a35186beee,475,475,RGBA
data/raw/poketwo-data/images/9.png,blastoise,9,train,train,official_reference,official_9,0,77be453f6cf58cfa875b3658379ecfdac69097db37ee2f49eb67903fde8ff412,475,475,RGBA
data/raw/poketwo-data/shiny/9.png,blastoise,9,train,train,official_reference,official_9,1,0fd013e95618369daaa9e638d87de58107613ba5afc4ed80a01cfef2fdc52998,475,475,RGBA
data/raw/poketwo-data/images/257.png,blaziken,257,train,train,official_reference,official_257,0,a06cd5a504f7e6045b5e842a32f7df7b8a8dd44118af69bf49dda77a387eba86,475,475,RGBA
data/raw/poketwo-data/shiny/257.png,blaziken,257,train,train,official_reference,official_257,1,cca0a10304a94cd8b879c62b76c52f3737b3cbda58dc38276edcd05bdb6b43d7,475,475,RGBA
data/raw/poketwo-data/images/824.png,blipbug,824,train,train,official_reference,official_824,0,a1a6c60671bad62a4d918f50acf2d667a031831609d1908b01ece77f5ee4ee6d,475,475,RGBA
data/raw/poketwo-data/shiny/824.png,blipbug,824,train,train,official_reference,official_824,1,b7ef649e41845f8038040f2fecefeb7f09e1be1dec60d5ab7c610d218a4137fa,475,475,RGBA
data/raw/poketwo-data/images/242.png,blissey,242,train,train,official_reference,official_242,0,81df07714955651f320938f6c0cb16f5fd92283a5e9f812bf5fab82eb98e38e7,475,475,RGBA
data/raw/poketwo-data/shiny/242.png,blissey,242,train,train,official_reference,official_242,1,f3725450ab76877e8e158cd1e65d9f4aca96ed61e8c2f0a60da8552747ae6650,475,475,RGBA
data/raw/poketwo-data/images/522.png,blitzle,522,train,train,official_reference,official_522,0,d0c1276953c44a698ad12ffadc68b0a0a2f0b7ad09a3dd100b2469560dcaa3c9,475,475,RGBA
data/raw/poketwo-data/shiny/522.png,blitzle,522,train,train,official_reference,official_522,1,d39fb470524773398df56e90cf415063ce21289be6b0933c6f7702c2ff8b4b6b,475,475,RGBA
data/raw/poketwo-data/images/836.png,boltund,836,train,train,official_reference,official_836,0,e3e7f4ea57511a309103e511105270f2c1ccb56bd0ccae030a3ae5cd33cc7f2d,475,475,RGBA
data/raw/poketwo-data/shiny/836.png,boltund,836,train,train,official_reference,official_836,1,e92ac4b4ec23513bb36f34cbdaf1811ebef1009d8830b6d2c7adb75a22fef562,475,475,RGBA
data/raw/poketwo-data/images/962.png,bombirdier,962,train,train,official_reference,official_962,0,f896c4433ca20cd760b0bfc981036c5238ad95d76034778a6d64bab0eb65a41a,475,475,RGBA
data/raw/poketwo-data/shiny/962.png,bombirdier,962,train,train,official_reference,official_962,1,0fad4b5d3e0c105cc19d18a82789777343fec103661c2a41d37e56b57c0542cd,475,475,RGBA
data/raw/poketwo-data/images/438.png,bonsly,438,train,train,official_reference,official_438,0,ae15b13ecd787afe10f457b2dc2a32ec67e17917bfc84dfe6694cae5237baf6e,475,475,RGBA
data/raw/poketwo-data/shiny/438.png,bonsly,438,train,train,official_reference,official_438,1,741bf48a4b5a7f0d868a5242fcbed92424f027ef9d7cb69e207528a3edb3d277,475,475,RGBA
data/raw/poketwo-data/images/626.png,bouffalant,626,train,train,official_reference,official_626,0,b5e36ddd86a7c0df1f985c8aa0842e05d999cdaf6fcef1af269ee6363afc46aa,475,475,RGBA
data/raw/poketwo-data/shiny/626.png,bouffalant,626,train,train,official_reference,official_626,1,1153ac6886b8193973b8aeaa5939b9c69db2c5542d1569934232529def2cec83,750,750,RGBA
data/raw/poketwo-data/images/761.png,bounsweet,761,train,train,official_reference,official_761,0,0c77a6c6ee44a7472ecd2001a3aac4825d807757aa8acf9e6a609fd16ddb6ada,475,475,RGBA
data/raw/poketwo-data/shiny/761.png,bounsweet,761,train,train,official_reference,official_761,1,97d102848ae6b38363b80116ab17511fbe61236f12ec5b24ec6e4b05a07723e1,475,475,RGBA
data/raw/poketwo-data/images/654.png,braixen,654,train,train,official_reference,official_654,0,e52eae47930902df5b54b62503eb7264e02ba7f58775731594e86413c2080d12,475,475,RGBA
data/raw/poketwo-data/shiny/654.png,braixen,654,train,train,official_reference,official_654,1,1ade0ad00f80a2ee936ce34171aab48b8e5c473587f2ccc31f7f5594a66998d5,475,475,RGBA
data/raw/poketwo-data/images/947.png,brambleghast,947,train,train,official_reference,official_947,0,e6c4caf84d4e1dd895dc3efa4ef6c52edcd3433fb47059fb48dd8978b334c445,475,475,RGBA
data/raw/poketwo-data/shiny/947.png,brambleghast,947,train,train,official_reference,official_947,1,a9eedb458c19037a81437911279243aa223c773d361ca57d5b3021601605bc69,475,475,RGBA
data/raw/poketwo-data/images/946.png,bramblin,946,train,train,official_reference,official_946,0,eaf3fbfc1367e70c0284f1be06a1b39b0505e904e3de30b0df973cae2636d229,475,475,RGBA
data/raw/poketwo-data/shiny/946.png,bramblin,946,train,train,official_reference,official_946,1,dd3c249c8d53f2c7eb93cdadf7b3e2e682c277066266f37bb7492de85373bbf3,475,475,RGBA
data/raw/poketwo-data/images/286.png,breloom,286,train,train,official_reference,official_286,0,0431925eb035d4b5ad068fda7ecd4e6054158a36f5c0c1adae5b97014232925b,475,475,RGBA
data/raw/poketwo-data/shiny/286.png,breloom,286,train,train,official_reference,official_286,1,717333da74425f7c3e9897f5346b7efd4f9f13ee96ad736f0235dc3112d90fdd,475,475,RGBA
data/raw/poketwo-data/images/437.png,bronzong,437,train,train,official_reference,official_437,0,28884efe387b4258b5f753dd1599cbb899fecda615dfd3653b9560c411b2b4f0,475,475,RGBA
data/raw/poketwo-data/shiny/437.png,bronzong,437,train,train,official_reference,official_437,1,7d1381593324ea76df23ccc4814929df1132fea043afd9fc17f217707fbab21b,475,475,RGBA
data/raw/poketwo-data/images/436.png,bronzor,436,train,train,official_reference,official_436,0,714fa1b9190a0adcac5783af995fdf1c4a7621fe3dc2be6f2bbd38577457dfee,475,475,RGBA
data/raw/poketwo-data/shiny/436.png,bronzor,436,train,train,official_reference,official_436,1,3d967c9e00c5201a6d40a57210877b793e08714032b6b9ec49e4f6fe432adb7c,475,475,RGBA
data/raw/poketwo-data/images/986.png,brute-bonnet,986,train,train,official_reference,official_986,0,30d98e5ff941d24da393c3fd5321bb8ebc08e5507d7db58f9f3981d274637cb8,475,475,RGBA
data/raw/poketwo-data/shiny/986.png,brute-bonnet,986,train,train,official_reference,official_986,1,f1d28e02260caf3eeb11f9c6ace1f18fc120569d60797938c63c3e62ce648bca,475,475,RGBA
data/raw/poketwo-data/images/406.png,budew,406,train,train,official_reference,official_406,0,973bb367672df62a2147d6cd411ed167b66796cfe6927ab46204a79530ea10d8,475,475,RGBA
data/raw/poketwo-data/shiny/406.png,budew,406,train,train,official_reference,official_406,1,72f4b724876329ec91a4f05422542f0a89db9cebd88f33cd107d20a3808af3a5,475,475,RGBA
