path,pokemon_id,pokemon_name,slug,form,shiny,enabled,catchable,sha256,width,height,mode
data/raw/poketwo-data/images/10009.png,10009,Wash Rotom,rotom-wash,1,0,1,1,b0767c34f6fc9db35e791e57f54be350c281c4626b487e8f14ffc315843a6fcb,475,475,RGBA
data/raw/poketwo-data/images/1001.png,1001,Wo-Chien,wo-chien,,0,1,1,91c4d6876ee117e045a1ce81a4ccde149a6c19af65fdae86fa67fe2ac3e14f08,475,475,RGBA
data/raw/poketwo-data/images/10010.png,10010,Frost Rotom,rotom-frost,1,0,1,1,2608a2311b723d55cd7588766fcc5cedcf6a38aba019a376cb447cf2e3e5444f,475,475,RGBA
data/raw/poketwo-data/images/10011.png,10011,Fan Rotom,rotom-fan,1,0,1,1,f9c7eb0045d5e2c83c64ccd856dc7d4dbc9027ca172f1b6d79c9eac7d6133226,475,475,RGBA
data/raw/poketwo-data/images/10012.png,10012,Mow Rotom,rotom-mow,1,0,1,1,137b732b74a2c39e10020bec3da1c524ee3d333086ae2b0da9d43ec3f40394ca,475,475,RGBA
data/raw/poketwo-data/images/10013.png,10013,Sunny Castform,castform-sunny,1,0,1,1,47ef5139d1b837f21578ab1db0e804c1ac89fe44d2db88a237dd0bcde4a97e92,475,475,RGBA
data/raw/poketwo-data/images/10014.png,10014,Rainy Castform,castform-rainy,1,0,1,1,0fd7adc2de8afbf175ab38aae255bb840dd6d433114e377a61c2b9a820acdb76,475,475,RGBA
data/raw/poketwo-data/images/10015.png,10015,Snowy Castform,castform-snowy,1,0,1,1,7a16e01a359110cebf2fcef7a64cc2acb75ce90acba5e3c437b8e9150d9f6470,475,475,RGBA
data/raw/poketwo-data/images/10017.png,10017,Zen Darmanitan,darmanitan-zen,1,0,1,1,fc07d1b47f47e6c67d2b8864b2f9141fdc453c34eb4f4dcf52f200ecbaeba9bf,475,475,RGBA
data/raw/poketwo-data/images/10018.png,10018,Pirouette Meloetta,meloetta-pirouette,1,0,1,1,91dc17ad00dc1bbdf3a4adc1ef2588c5debb0211c5b8acd4d58b2cfe1ea27da1,475,475,RGBA
data/raw/poketwo-data/images/1002.png,1002,Chien-Pao,chien-pao,,0,1,1,41ef759e653a96fa89b4470d6c769e723ce61368ff12ee49e426896da07f89eb,475,475,RGBA
data/raw/poketwo-data/images/10026.png,10026,Blade Aegislash,aegislash-blade,1,0,1,1,77f821e10dfce9e3e6045be6e6e546f2d35dfb42e1cace33d34f8522e430b1de,475,475,RGBA
data/raw/poketwo-data/images/1003.png,1003,Ting-Lu,ting-lu,,0,1,1,62209adbbad4d83cc4a392bb73488fa7a65d81886d8c877cd41c70db752004dd,475,475,RGBA
data/raw/poketwo-data/images/1004.png,1004,Chi-Yu,chi-yu,,0,1,1,53981b34d130e09e0f2d1c8f9e681f05adc79c18cd53f4236ea183eaad79e266,475,475,RGBA
data/raw/poketwo-data/images/1005.png,1005,Roaring Moon,roaring-moon,,0,1,1,94d026604155bd5192d9b34ec5dfcbfa0486a5e50242d6cc15aa5d4219cd9ef8,475,475,RGBA
data/raw/poketwo-data/images/1006.png,1006,Iron Valiant,iron-valiant,,0,1,1,3bb80b19f4d1c8876b701cb755ae53d9aca47a1a571124fcdd4b4009107efef3,475,475,RGBA
data/raw/poketwo-data/images/1007.png,1007,Koraidon,koraidon,,0,1,1,c74850a2530dc0eb6361e2b66869f7c0fd07d4d33c521edff3b25bc6364ace27,475,475,RGBA
data/raw/poketwo-data/images/1008.png,1008,Miraidon,miraidon,,0,1,1,adaad0000808b393964f82c37788565aeb902f5ec802e66a4913c2c0af3a7edd,475,475,RGBA
data/raw/poketwo-data/images/1009.png,1009,Walking Wake,walking-wake,,0,1,1,8168fc568b80f75050331502311bb4e9841db14d1bfbaa48352af16fef645f4e,475,475,RGBA
data/raw/poketwo-data/images/10091.png,10091,Alolan Rattata,rattata-alola,1,0,1,1,323c4103d090a64a01cd17a36fd78f5ecf7298c34cfa437c70ed31efa44f8cf3,475,475,RGBA
data/raw/poketwo-data/images/10092.png,10092,Alolan Raticate,raticate-alola,1,0,1,1,d9c7f784d8bc0c22039a74131bed30bc230731ce980af7313faee6c2cc2ba5ac,475,475,RGBA
data/raw/poketwo-data/images/101.png,101,Electrode,electrode,,0,1,1,9afbfb11c546af6081d17125046100d245d4bde0f3d97c4ffeddeed1dc1fe437,475,475,RGBA
data/raw/poketwo-data/images/1010.png,1010,Iron Leaves,iron-leaves,,0,1,1,539024e7b840f26ff3918ab901db93f9515add42d4af902126b47a091ba7a6b3,475,475,RGBA
data/raw/poketwo-data/images/10100.png,10100,Alolan Raichu,raichu-alola,1,0,1,1,7d6736aa924fa4ade438778a6f6ebf23076901b1fa3204d9d188dc95c1562dff,475,475,RGBA
data/raw/poketwo-data/images/10101.png,10101,Alolan Sandshrew,sandshrew-alola,1,0,1,1,bf915c7b61444b6e92212f4cfa3e15c97423d5bd545c9313c66d5a939b1c92bb,475,475,RGBA
data/raw/poketwo-data/images/10102.png,10102,Alolan Sandslash,sandslash-alola,1,0,1,1,19e34a665780479b074c15e525ea015a6243f2fea9ceee02dc73cfbc459f00bd,475,475,RGBA
data/raw/poketwo-data/images/10103.png,10103,Alolan Vulpix,vulpix-alola,1,0,1,1,82fbd82d8ac5c4f630659b9635b3a20f4c83b44bd5cd75a6f6ec58b9ac926522,475,475,RGBA
data/raw/poketwo-data/images/10104.png,10104,Alolan Ninetales,ninetales-alola,1,0,1,1,eb51cf8f8665fa4fbfa039891bbeaf2aeb9960372a1588e3386e35e5d1ed8ece,475,475,RGBA
data/raw/poketwo-data/images/10105.png,10105,Alolan Diglett,diglett-alola,1,0,1,1,c3e2b4ec03bcd33d07e143562faea372d61b5e53e769ac7af24c6771b47c3c43,475,475,RGBA
data/raw/poketwo-data/images/10106.png,10106,Alolan Dugtrio,dugtrio-alola,1,0,1,1,aae7547cea7722c93b1449df2bda714b4e2e8516ee0bb6d7de71d0e9f4218156,475,475,RGBA
data/raw/poketwo-data/images/10107.png,10107,Alolan Meowth,meowth-alola,1,0,1,1,e47202980e201236d1a129babad64d8ed133967b55f432d8ee7ca63ccefc28f3,475,475,RGBA
data/raw/poketwo-data/images/10108.png,10108,Alolan Persian,persian-alola,1,0,1,1,cd6a699c091c792b0f2bd57560f98ca1200627210d9470acf99d7c3799ac1543,475,475,RGBA
data/raw/poketwo-data/images/1011.png,1011,Dipplin,dipplin,,0,1,1,c03c2e37e50d8232521b87d5036b3cb60e7b6a4906ab1a5b92c884f93bf57b77,475,475,RGBA
data/raw/poketwo-data/images/10112.png,10112,Alolan Grimer,grimer-alola,1,0,1,1,ab712ac60c974ab026c26e71091d0fa92664f78e79a940b2ee3e3c29721050e0,475,475,RGBA
data/raw/poketwo-data/images/10113.png,10113,Alolan Muk,muk-alola,1,0,1,1,873da550cc295c184898060b9ab3eb88cd6e664e0f013ad3b1328c9b4a44efd6,475,475,RGBA
data/raw/poketwo-data/images/10114.png,10114,Alolan Exeggutor,exeggutor-alola,1,0,1,1,49f8a0a98f6473f7fa72f1bb5e771f3b730914aad31623d9166a12f7b1483933,475,475,RGBA
data/raw/poketwo-data/images/10118.png,10118,10% Zygarde,zygarde-10-power-construct,1,0,1,1,1321d85f953cd1945e2d99234f7e6f29d60df9375bf825011f1e2fb6fe9fb133,475,475,RGBA
data/raw/poketwo-data/images/1012.png,1012,Poltchageist,poltchageist,,0,1,1,8d1c6cf033f19af533483f1681105b5e663155b158f3b3b57c7164eb83f7c9a7,475,475,RGBA
data/raw/poketwo-data/images/10120.png,10120,Complete Zygarde,zygarde-complete,1,0,1,1,4129841f0a0e8fb326629717409d3a649e9d6f6d5041c0742938a52187767422,475,475,RGBA
data/raw/poketwo-data/images/10123.png,10123,Pom-pom Oricorio,oricorio-pom-pom,1,0,1,1,73f86c1ee1593a425107cd6570774275c97749481aa75917e65e55e52c7e1e46,475,475,RGBA
data/raw/poketwo-data/images/10124.png,10124,Pa'u Oricorio,oricorio-pau,1,0,1,1,3679f0ba0d58d05ba7a7b0e28b74b41d01da71bb978d3b540e4f444ba127221a,475,475,RGBA
data/raw/poketwo-data/images/10125.png,10125,Sensu Oricorio,oricorio-sensu,1,0,1,1,34ad8a6e0daee062bdf48b22a08a88bc5f0f0ada077652099d1b17a1c539cafa,475,475,RGBA
data/raw/poketwo-data/images/10126.png,10126,Midnight Lycanroc,lycanroc-midnight,1,0,1,1,14fe05a2ad525ae0e89f6a546f171c4c52e8afc4747a40cdce92e035f03a0e40,475,475,RGBA
data/raw/poketwo-data/images/10127.png,10127,School Wishiwashi,wishiwashi-school,1,0,1,1,992bdf20a4ef129e6ac8a6f5b0f4c8bee23c77735bc52be3f281581d20c52e5e,475,475,RGBA
data/raw/poketwo-data/images/1013.png,1013,Sinistcha,sinistcha,,0,1,1,9ef93dedb4d4ecf61aac1ac50434f727e48040acb0cfcbc19479424c686f163a,475,475,RGBA
data/raw/poketwo-data/images/1014.png,1014,Okidogi,okidogi,,0,1,1,a3f2ad94d353118ff1a70aa939b7a7c4d35eda0b95d3feea443b7f0ece59e720,475,475,RGBA
data/raw/poketwo-data/images/1015.png,1015,Munkidori,munkidori,,0,1,1,e6dd2b6d131f2e7aeb6de7f2e91096378d011383023983c65362366409eda4c3,475,475,RGBA
data/raw/poketwo-data/images/10152.png,10152,Dusk Lycanroc,lycanroc-dusk,1,0,1,1,79361813ad2e58eb27c6f092d36642e70538c7185af78e5d7bc012be4e290a7b,475,475,RGBA
data/raw/poketwo-data/images/10158.png,10158,Galarian Meowth,meowth-galar,1,0,1,1,6aa41d50de74aebba18a184de21a280fcc9b39eb6c75f33941c8f6192cbdb786,475,475,RGBA
data/raw/poketwo-data/images/10159.png,10159,Galarian Ponyta,ponyta-galar,1,0,1,1,fe1ed54c933ba5c9904b5ef8670f3bd79a17c8abd8d83ed96f322e6cef04646f,475,475,RGBA
data/raw/poketwo-data/images/1016.png,1016,Fezandipiti,fezandipiti,,0,1,1,50fe535dedf6c678627805575275c21a3663f0f4b357ec3ae67da3cc8b1a6ee2,475,475,RGBA
data/raw/poketwo-data/images/10160.png,10160,Galarian Rapidash,rapidash-galar,1,0,1,1,a7f94c272c99cd3ce86b2c378de9004fe5e62221a969caeace0fef127ab5bad6,475,475,RGBA
data/raw/poketwo-data/images/10161.png,10161,Galarian Slowpoke,slowpoke-galar,1,0,1,1,a662a07ef0f77cf7048d856f747f70766a5f69ad8890de70ff93af9ea077b397,475,475,RGBA
data/raw/poketwo-data/images/10162.png,10162,Galarian Slowbro,slowbro-galar,1,0,1,1,1758d5bfad29eaa3d1162e21e1e4f051bcfc7e0a01d01d97d725efca2ae6d338,475,475,RGBA
data/raw/poketwo-data/images/10163.png,10163,Galarian Farfetch'd,farfetchd-galar,1,0,1,1,f9713b866964ac9fbbc5f9ae42e3e7d8dbd82a737671933d1b6b3c230d96b2d2,475,475,RGBA
data/raw/poketwo-data/images/10164.png,10164,Galarian Weezing,weezing-galar,1,0,1,1,e5c19abad964687d91d0e29d9b7f8cc8884f58df420e5c1a5989baa57553e352,475,475,RGBA
data/raw/poketwo-data/images/10165.png,10165,Galarian Mr. Mime,mr-mime-galar,1,0,1,1,7cf3bce2ba73ca407c7bab866faebad238ba95e03e3122d3ecbf386079847c96,475,475,RGBA
data/raw/poketwo-data/images/10166.png,10166,Galarian Articuno,articuno-galar,1,0,1,1,eaab6e59bfe8e34ab835513b7ce002ec721744377af89f86748cd9e34b19ebd8,475,475,RGBA
data/raw/poketwo-data/images/10167.png,10167,Galarian Zapdos,zapdos-galar,1,0,1,1,8e474b66baee60b0b7431dec20b4f51886aa6394e54185cc0f736067e50f0f00,475,475,RGBA
data/raw/poketwo-data/images/10168.png,10168,Galarian Moltres,moltres-galar,1,0,1,1,6da7305165b678b13b97ce05debe8467430dd9b1c2c428bc56d702f7d78f2e33,475,475,RGBA
data/raw/poketwo-data/images/10169.png,10169,Galarian Slowking,slowking-galar,1,0,1,1,46e1f017e98913f93aa6d78e54420d14900419e0e18b5fa198d06b1da22d936e,475,475,RGBA
data/raw/poketwo-data/images/1017.png,1017,Ogerpon,ogerpon,,0,1,1,e5d77e2bbf1339b3a7878341e6f73ab1843278f5c40732f238943b2a27d78d4d,475,475,RGBA
data/raw/poketwo-data/images/10170.png,10170,Galarian Corsola,corsola-galar,1,0,1,1,adaea3b7933b59cb83989168c11ce11d0843802f84670156a21fad24af8ffdea,475,475,RGBA
data/raw/poketwo-data/images/10171.png,10171,Galarian Zigzagoon,zigzagoon-galar,1,0,1,1,475828bb6564271bd6be964af6ef90b627ff8943ec7f1c987a1af0257e94a38b,475,475,RGBA
data/raw/poketwo-data/images/10172.png,10172,Galarian Linoone,linoone-galar,1,0,1,1,8f415efd7db19cac08b00a97c472f314eb277f9965ffd0885a9f86b71932a7d9,475,475,RGBA
data/raw/poketwo-data/images/10173.png,10173,Galarian Darumaka,darumaka-galar,1,0,1,1,a54d0ae02ee5fe70d401dde899d31d8c3945907ccb91f5423f37d9565e8db5dd,475,475,RGBA
data/raw/poketwo-data/images/10174.png,10174,Galarian Darmanitan,darmanitan-galar-standard,1,0,1,1,4c125dfeb012bad3e55252de7c194a323b6b9eda4bfe41d4e888b89881d947ae,475,475,RGBA
data/raw/poketwo-data/images/10175.png,10175,Galarian Zen Darmanitan,darmanitan-galar-zen,1,0,1,1,cd8f2b5f25a3d00269e48a0e6ab8538ee160c189ff9b66e20be92224f8f53bf7,475,475,RGBA
data/raw/poketwo-data/images/10176.png,10176,Galarian Yamask,yamask-galar,1,0,1,1,fff00ba765e240500b3e47b7541813160aaa2bd71042b1e366b122ae1126bf58,475,475,RGBA
data/raw/poketwo-data/images/10177.png,10177,Galarian Stunfisk,stunfisk-galar,1,0,1,1,f38099950fa1db57e38fa536b6511b9a0dd970844303fad4ccecdd55a7c44e74,475,475,RGBA
data/raw/poketwo-data/images/10178.png,10178,Low Key Toxtricity,toxtricity-low-key,1,0,1,1,359de31914803df0e98178eaa442e593247963f74bd069bfd398564ca22abf91,475,475,RGBA
data/raw/poketwo-data/images/10179.png,10179,Noice Face Eiscue,eiscue-noice,1,0,1,1,29eff035a543e0e48804c6a419ee97eb79501eed15ab650e307f520d0a9bdff7,475,475,RGBA
data/raw/poketwo-data/images/1018.png,1018,Archaludon,archaludon,,0,1,1,3869f6933a369250523d1195fd853f8763184045819caf365f51aea4a8724a6e,475,475,RGBA
data/raw/poketwo-data/images/10183.png,10183,Rapid Strike Urshifu,urshifu-rapid-strike,1,0,1,1,9083b3d7ff97ce3cc9e641dd80c072a95e4013a4c576c42c979ac21554cbcbc9,475,475,RGBA
data/raw/poketwo-data/images/1019.png,1019,Hydrapple,hydrapple,,0,1,1,2b2dc391d95ce4da68196d4bcc85e43e28b5f2180c8ed0c961091a5d20e554b8,475,475,RGBA
data/raw/poketwo-data/images/102.png,102,Exeggcute,exeggcute,,0,1,1,ba09dcdbf4a5b2b5c871070a1c431163016733931007f74696b32866d3047cd2,475,475,RGBA
data/raw/poketwo-data/images/1020.png,1020,Gouging Fire,gouging-fire,,0,1,1,d1974b45fcf0bb5f5ab1505721805b089147ae46083f2c1c5c76ec8d618086b8,475,475,RGBA
data/raw/poketwo-data/images/1021.png,1021,Raging Bolt,raging-bolt,,0,1,1,06103470bf4907ed96386e9fa5412f40e5095245f496371aeaf69d5463d83995,475,475,RGBA
data/raw/poketwo-data/images/1022.png,1022,Iron Boulder,iron-boulder,,0,1,1,bcd2c0ba31a23586cf4eec9182d4f5cc390c27133fa91d659878470a38d55a58,475,475,RGBA
data/raw/poketwo-data/images/10223.png,10223,Hisuian Voltorb,voltorb-hisui,1,0,1,1,4f5fa6d73f274ee9b09a733ef9bb42325e4572ffe7eaa41a89704a47cab1e7af,475,475,RGBA
data/raw/poketwo-data/images/10224.png,10224,Hisuian Electrode,electrode-hisui,1,0,1,1,468d6c926da27bf24bc60b8b548a1e29fa632334b1af2e62a217a36f7e545939,475,475,RGBA
data/raw/poketwo-data/images/10225.png,10225,Hisuian Typhlosion,typhlosion-hisui,1,0,1,1,5be6a8f04dcaacdda7d90e4bfabc80a42d075178e59654b950c49331f6b007be,475,475,RGBA
data/raw/poketwo-data/images/10227.png,10227,Hisuian Sneasel,sneasel-hisui,1,0,1,1,730ca370c016ab7f54dad2c8ff55bd5d21564483361c7a2b49d198ebca76d1d5,475,475,RGBA
data/raw/poketwo-data/images/10228.png,10228,Hisuian Samurott,samurott-hisui,1,0,1,1,d4019663f9daa954ac95c13312332748d397a1ff486f9366f290401d5a1372af,475,475,RGBA
data/raw/poketwo-data/images/10229.png,10229,Hisuian Lilligant,lilligant-hisui,1,0,1,1,a4a2b9654e6b4279b8915b78a9a2ac1bfbf424bbd7ffe7cf44514d6326cff50d,475,475,RGBA
data/raw/poketwo-data/images/1023.png,1023,Iron Crown,iron-crown,,0,1,1,053880dc34d59e4a109006304f1bee0a4a2a1c20dd02e708401014b7734aaa7a,475,475,RGBA
data/raw/poketwo-data/images/10230.png,10230,Hisuian Zorua,zorua-hisui,1,0,1,1,fe622bf80954c6663acc2c0d741cc410e8d1d123ea78b7ecb050f72a117220f5,475,475,RGBA
data/raw/poketwo-data/images/10231.png,10231,Hisuian Zoroark,zoroark-hisui,1,0,1,1,287f2a586698f02cdfdacc85608d79742464ec913b3c9f6be7a70b4c9ddb696d,475,475,RGBA
data/raw/poketwo-data/images/10233.png,10233,Hisuian Sliggoo,sliggoo-hisui,1,0,1,1,18b13142dfd06e5b537b2d972f9e76fe3110b52cc38ea50d88608bdc51c07091,475,475,RGBA
data/raw/poketwo-data/images/10234.png,10234,Hisuian Goodra,goodra-hisui,1,0,1,1,deecd6f67c6f9f21958e630739cc8edded9f7935002cf4e655eeb014993270d7,475,475,RGBA
data/raw/poketwo-data/images/10235.png,10235,Hisuian Avalugg,avalugg-hisui,1,0,1,1,def3c72199cc30aa03b0b4b2a2a27b5fa5bd805bdf5cc597709a597911274bcc,475,475,RGBA
data/raw/poketwo-data/images/10236.png,10236,Hisuian Decidueye,decidueye-hisui,1,0,1,1,16d6ea4fc3aa204dfb15505cc12f71a83f8cf91a7fbc508c0819e571022cf0bd,475,475,RGBA
data/raw/poketwo-data/images/10239.png,10239,Partner Pikachu,pikachu-starter,1,0,1,1,aa7ed77f5087ed7334800602ad8b3784972c3fb1bbb5241179a0ae4d348c3c43,475,475,RGBA
data/raw/poketwo-data/images/1024.png,1024,Terapagos,terapagos,,0,1,1,36fc7fa0abb6800da4e921e615a2a787910839a49766c5e27fbc6efccd96ac9d,475,475,RGBA
data/raw/poketwo-data/images/10240.png,10240,Partner Eevee,eevee-starter,1,0,1,1,433fef2b7e4ea3571ffe176a72b8150e9bbd0e09ca2247bdf08296297e9d4532,475,475,RGBA
data/raw/poketwo-data/images/10243.png,10243,Gulping Cramorant,cramorant-gulping,1,0,1,1,cf0278efc8ebe189efb0aca25cfcf3734b84961944697ee23205fe282cacaa8b,475,475,RGBA
data/raw/poketwo-data/images/10244.png,10244,Gorging Cramorant,cramorant-gorging,1,0,1,1,22d8aabb06d2876105db99e835451b23780c0123ba4ee1ecf194cb71cf478ef7,475,475,RGBA
data/raw/poketwo-data/images/10245.png,10245,Hangry Morpeko,morpeko-hangry,1,0,1,1,bd7e8f8fd56954122e863aa51b0e92ea562e87cde0e4c42e1eb870ba0e2c94d4,475,475,RGBA
data/raw/poketwo-data/images/10246.png,10246,Dada Zarude,zarude-dada,1,0,1,1,19267c8b5738a2be29f67f72ad0441a22820befbdcb30b619f77e4e3be337efb,475,475,RGBA
data/raw/poketwo-data/images/10247.png,10247,White-Striped Basculin,basculin-white-striped,1,0,1,1,71dc6174663bf7c8918dc9e4505b4305d38acdf681df7aa213739c8e0d15e5d9,475,475,RGBA
data/raw/poketwo-data/images/1025.png,1025,Pecharunt,pecharunt,,0,1,1,4da759d38cec2607b36d262b4672a1dd1c08939e40e3516e2ac78164e2fd924c,475,475,RGBA
data/raw/poketwo-data/images/10250.png,10250,Combat Breed Tauros,tauros-paldea-combat-breed,1,0,1,1,5e07d0c840368f77d66ab7e1ae13d2d6a9d5a706c0b1637df3ba10bbe1ae505c,475,475,RGBA
data/raw/poketwo-data/images/10251.png,10251,Blaze Breed Tauros,tauros-paldea-blaze-breed,1,0,1,1,b77a36efbd2919b0ec321a84f4c7bd8a87f9e2569ac00f8a756be92f3dfdcc37,475,475,RGBA
data/raw/poketwo-data/images/10252.png,10252,Aqua Breed Tauros,tauros-paldea-aqua-breed,1,0,1,1,7799dfac0c558ee1da5e63d2cef23fd894987f84248adf88b5feadcf5915c7bb,475,475,RGBA
data/raw/poketwo-data/images/10253.png,10253,Paldean Wooper,wooper-paldea,1,0,1,1,a0df9848057e0b70d5dc987c4f63901fb054b9b9265e234bff02ee0974f9af27,475,475,RGBA
data/raw/poketwo-data/images/10255.png,10255,Three-Segment Dudunsparce,dudunsparce-three-segment,1,0,1,1,2a80b7a461238ed4576374cadde91dd441505a6a4a42b4f2e4a579e78a84c867,475,475,RGBA
data/raw/poketwo-data/images/10256.png,10256,Hero Palafin,palafin-hero,1,0,1,1,cd604d08376687dcd8fc0f9ffef275602a76ff62e1cc4171d4f164c3c99b15c1,475,475,RGBA
data/raw/poketwo-data/images/10257.png,10257,Family of Three Maushold,maushold-family-of-three,1,0,1,1,3c9ca1c18df7fff0c090c97833fc360efef0849e4ea470b88cfed40b4076971e,475,475,RGBA
data/raw/poketwo-data/images/10258.png,10258,Droopy Tatsugiri,tatsugiri-droopy,1,0,1,1,890e5c531ad7641a6f79168c2dd08f2e6da1c2acf901f053cdb10f4dbd0262a0,475,475,RGBA
data/raw/poketwo-data/images/10259.png,10259,Stretchy Tatsugiri,tatsugiri-stretchy,1,0,1,1,ea47278b5be20524e805a1154aad1955bdd6956a3e1517863d3fb4e25c71038d,475,475,RGBA
data/raw/poketwo-data/images/10260.png,10260,Blue Plumage Squawkabilly,squawkabilly-blue-plumage,1,0,1,1,eaa788d81938dcad4d21eb72c88ff6e0a700dfc28d9c71c9c5fe981260428d6b,475,475,RGBA
data/raw/poketwo-data/images/10261.png,10261,Yellow Plumage Squawkabilly,squawkabilly-yellow-plumage,1,0,1,1,c13db990f11cb53660e04591fb5c73653156b6a875e02fbdf4140c00b6dd4b72,475,475,RGBA
data/raw/poketwo-data/images/10262.png,10262,White Plumage Squawkabilly,squawkabilly-white-plumage,1,0,1,1,fb2688674a72a892d474a4d1d2e80809f0ef264d39dfad6d0ac9d1e13f3d58d6,475,475,RGBA
data/raw/poketwo-data/images/10263.png,10263,Roaming Gimmighoul,gimmighoul-roaming,1,0,1,1,448d75f3167dfd312e0ddcdef68d508ed845f6463cdf079b9a31bf0853d79f59,475,475,RGBA
data/raw/poketwo-data/images/10265.png,10265,Sprinting Build Koraidon,koraidon-sprinting-build,1,0,1,1,a7fe46345c45f615df31dcc4b5a26c805e5b089a9b61f4e08c7e30beff6881ac,475,475,RGBA
data/raw/poketwo-data/images/10267.png,10267,Gliding Build Koraidon,koraidon-gliding-build,1,0,1,1,11d33f55310ef0ead2ed92266dcc6ebba1fd62518a73684f06382e35b99e1424,475,475,RGBA
data/raw/poketwo-data/images/10269.png,10269,Drive Mode Miraidon,miraidon-drive-mode,1,0,1,1,13718266041d913abf841c7e2d7f2f4ba1dcec0f14e199aa48edd8cefd5737ed,475,475,RGBA
data/raw/poketwo-data/images/10271.png,10271,Glide Mode Miraidon,miraidon-glide-mode,1,0,1,1,f8a2e8758e8e12b8898a00bf8e3a502c37874fbbb62061a71c97752cd179b735,475,475,RGBA
data/raw/poketwo-data/images/10272.png,10272,Bloodmoon Ursaluna,ursaluna-bloodmoon,1,0,1,1,c241f837c74001a5d8a265ba4040afca702080b56611a13dc623a63d135e3c94,475,475,RGBA
data/raw/poketwo-data/images/10273.png,10273,Wellspring Mask Ogerpon,ogerpon-wellspring-mask,1,0,1,1,4e69e6620c2f873d11c3685e4dee3a9352d0d913622360e6302389ae89b145af,475,475,RGBA
data/raw/poketwo-data/images/10274.png,10274,Hearthflame Mask Ogerpon,ogerpon-hearthflame-mask,1,0,1,1,edf592427388ecaae04e6c85e61067186a68517935fc76835907947bd942718f,475,475,RGBA
data/raw/poketwo-data/images/10275.png,10275,Cornerstone Mask Ogerpon,ogerpon-cornerstone-mask,1,0,1,1,738153d5c82205eb294ab75ed36b0420c137796bf1cdf0e2ebb8b63ce6fad533,475,475,RGBA
data/raw/poketwo-data/images/10276.png,10276,Terastal Terapagos,terapagos-terastal,1,0,1,1,00bd73ffe6b585a9fb4089273c659ad5edd8615bebea3096b8686f4d9f3bf231,475,475,RGBA
data/raw/poketwo-data/images/10278.png,10278,Unown A,unown-a,1,0,1,1,e1dbad4c12db4f58d48e4abdb802f95ff92a64fd3f96a39e4a9f010eb71da3fd,475,475,RGBA
data/raw/poketwo-data/images/10279.png,10279,Unown B,unown-b,1,0,1,1,dc67c183bc802beca60ef75786f4148749dbea5f470bd22bc61b6da6a2e50d8e,475,475,RGBA
data/raw/poketwo-data/images/10280.png,10280,Unown C,unown-c,1,0,1,1,2d7545b0020d23c2f3672875bc1bf6ee0ce55994c7a46ef010154132a3522e60,475,475,RGBA
data/raw/poketwo-data/images/10281.png,10281,Unown D,unown-d,1,0,1,1,eb23d188d0414f797e0e78de5d4b9fa4d5d1138f35a5be665b316704ee80d748,475,475,RGBA
data/raw/poketwo-data/images/10282.png,10282,Unown E,unown-e,1,0,1,1,daddbf07512eadc552fb97b25a272b7252ad601d143ac2fedaaf1ad7d5927fc7,475,475,RGBA
