path,relative_path,split_original,label,source_group,sha256,width,height,mode
data/raw/kaggle/extracted/train/arctovish/1746434372.jpg,kaggle/extracted/train/arctovish/1746434372.jpg,train,arctovish,1746434372,50a4e5544d07d051865bc61faf1b4374ef20aca33808d91c0fc830315757c43e,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1746462722.jpg,kaggle/extracted/train/arctovish/1746462722.jpg,train,arctovish,1746462722,3d479515cb5ca64f306a722e173cc5c15a6549cc37b89285e315f275aa7e7dec,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1746465562.jpg,kaggle/extracted/train/arctovish/1746465562.jpg,train,arctovish,1746465562,963c609f0c03d12d26bc24175062626c06a3b9c332910bb6b2a8cc6e1250c4db,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1746480841.jpg,kaggle/extracted/train/arctovish/1746480841.jpg,train,arctovish,1746480841,999779471f7d324b775625d22b647405449d0bcff4980685c6d647a304a50f43,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1746548885.jpg,kaggle/extracted/train/arctovish/1746548885.jpg,train,arctovish,1746548885,079703496b787339abfec6217253aec2f734cc97a4e44747b49e19db4defc952,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1746551662.jpg,kaggle/extracted/train/arctovish/1746551662.jpg,train,arctovish,1746551662,484904ef4f39658660c5fffe0afa4e57495dddb96997cd0f40628459d9a9b1c7,224,224,RGB
data/raw/kaggle/extracted/train/arctovish/1747180369.jpg,kaggle/extracted/train/arctovish/1747180369.jpg,train,arctovish,1747180369,0db831724b49d1d76bc424ec6d4ddc120bbe0a0f5dbbf655a8414bde1bac5832,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745420465.jpg,kaggle/extracted/train/arctozolt/1745420465.jpg,train,arctozolt,1745420465,545612ae1e649f45f33ae15ad46e02980f02b5c2cfff0ff12726219323090ed9,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745522591.jpg,kaggle/extracted/train/arctozolt/1745522591.jpg,train,arctozolt,1745522591,c80194d4fb23293ab6e58534bedbc19b1d87c0fcbe7ca19e52fa815e4f735bec,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745532971.jpg,kaggle/extracted/train/arctozolt/1745532971.jpg,train,arctozolt,1745532971,e127a1721a9f191b459573074231c5ade9baff5ec6107670bb768971fb8c22d2,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745567068.jpg,kaggle/extracted/train/arctozolt/1745567068.jpg,train,arctozolt,1745567068,ead1b46becabb04bffcee91300c625d6fa2e56e91c07c147ea3cbbea376e70e5,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745654547.jpg,kaggle/extracted/train/arctozolt/1745654547.jpg,train,arctozolt,1745654547,d891dd073cef7c2744576cb85bbcd64e38bd3f8e4e92fa3a70a3058ebb7543e7,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745666661.jpg,kaggle/extracted/train/arctozolt/1745666661.jpg,train,arctozolt,1745666661,7bbe12f72ec03600c6bf99ac9e8867d0afa47598cd07cef7a167ec80605978d5,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745985750.jpg,kaggle/extracted/train/arctozolt/1745985750.jpg,train,arctozolt,1745985750,68f5154d6cdf85b2d21e1e1f3e8bf8a8a95c7b18bb7c4fc125b0806fea3d8dbf,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745992769.jpg,kaggle/extracted/train/arctozolt/1745992769.jpg,train,arctozolt,1745992769,7a515a2d32ed6831b4e3f852c9ba19442d423825612ad507846beaa639c6527a,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1745996898.jpg,kaggle/extracted/train/arctozolt/1745996898.jpg,train,arctozolt,1745996898,4eaa7bd09933a3bc2dae5476b17baad320e32a153db693b67cbc11056ebf0bdb,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746004993.jpg,kaggle/extracted/train/arctozolt/1746004993.jpg,train,arctozolt,1746004993,38d12f3121e9829ee7fa190441a16327877de802e406c32f94b4fd4dcb3024d2,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746120157.jpg,kaggle/extracted/train/arctozolt/1746120157.jpg,train,arctozolt,1746120157,208d9be63f1148852f1c8cc5c6a855570d9d35d882b1bead103404ae2a9da5e0,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746256147.jpg,kaggle/extracted/train/arctozolt/1746256147.jpg,train,arctozolt,1746256147,0b7447c16635b683841f9afe9ddd4c45c80d7709fa0293567de57024b6f5a7b0,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746383744.jpg,kaggle/extracted/train/arctozolt/1746383744.jpg,train,arctozolt,1746383744,198004e49316b3ae9c1b429212211415aa78b5c9b4cc3c62be799f098356e03e,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746388192.jpg,kaggle/extracted/train/arctozolt/1746388192.jpg,train,arctozolt,1746388192,c068dc0111ced9207b7123b516df1c8845122216240af4f5b431bfd0abfa2e34,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746431162.jpg,kaggle/extracted/train/arctozolt/1746431162.jpg,train,arctozolt,1746431162,d0d30dbac68d2511e516451a3f2405b7d1d6dca47f4d01e66d93acc4232dd777,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746432372.jpg,kaggle/extracted/train/arctozolt/1746432372.jpg,train,arctozolt,1746432372,5b2ad387353cc17f8a4b7123d60cc61d00771b977669598f7d10b613e8201155,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746434740.jpg,kaggle/extracted/train/arctozolt/1746434740.jpg,train,arctozolt,1746434740,7214a2be464850b56734171308291b738099191f6cdc3e4d1366a3620f11f023,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746441891.jpg,kaggle/extracted/train/arctozolt/1746441891.jpg,train,arctozolt,1746441891,111a34477217e0bbe2382cdf6a1fbab51cf9c985b807c9662bb22302127c53ad,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746463229.jpg,kaggle/extracted/train/arctozolt/1746463229.jpg,train,arctozolt,1746463229,204861b8046ea0a340262c5a359a877386addcd6ce4da2a46da4e2545eab6e89,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746464610.jpg,kaggle/extracted/train/arctozolt/1746464610.jpg,train,arctozolt,1746464610,3f6591dbbd171a1d3e960343c7e0968a2ce6cf92b4ca542aadec13a7284475f1,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746482823.jpg,kaggle/extracted/train/arctozolt/1746482823.jpg,train,arctozolt,1746482823,f59548304fd2496a7dc3d56e941496dbfa755a9211510dd3a815b10ef9120035,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746522172.jpg,kaggle/extracted/train/arctozolt/1746522172.jpg,train,arctozolt,1746522172,bd49347423cdab6d09661ef00fad416618965f83da6a0a60f21f518b7ad52d6e,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746528469.jpg,kaggle/extracted/train/arctozolt/1746528469.jpg,train,arctozolt,1746528469,ad2061c965615b110f3ca934e71dc40f7f12797f3d9d4b368d7d9190480f91c4,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746551368.jpg,kaggle/extracted/train/arctozolt/1746551368.jpg,train,arctozolt,1746551368,8bccfa129e9894e4574d2aca147ddfcbabd60a519f50fbabb0f1fe5b11ea5da0,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746601952.jpg,kaggle/extracted/train/arctozolt/1746601952.jpg,train,arctozolt,1746601952,94248de12a4b12c0ef4d354a7b31a640b187a6c955abe0c23e17bcce12147fab,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746963570.jpg,kaggle/extracted/train/arctozolt/1746963570.jpg,train,arctozolt,1746963570,8f381de6e058473e3ff13e1b18dddcc98efcfd9c1b810249845a08a16fd0a744,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1746970468.jpg,kaggle/extracted/train/arctozolt/1746970468.jpg,train,arctozolt,1746970468,a28551e8f2b233bdc697302d67648dcd2682c64b2d78d753170ecbedf5efe63c,224,224,RGB
data/raw/kaggle/extracted/train/arctozolt/1747178702.jpg,kaggle/extracted/train/arctozolt/1747178702.jpg,train,arctozolt,1747178702,05f876944707f6af400b46943e5ccfaa7f4fcc32d64ab4beba91f4bef8993180,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745389021.jpg,kaggle/extracted/train/ariados/1745389021.jpg,train,ariados,1745389021,ae4e5911e0610ca4ce1104e803e83c335e51b74f1667acf9521ba685ae6efb5e,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745395902.jpg,kaggle/extracted/train/ariados/1745395902.jpg,train,ariados,1745395902,9b68e5cef771940e0bbf7736ae7f8af7b9a018e53c30485bbfde55b1be224741,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745414451.jpg,kaggle/extracted/train/ariados/1745414451.jpg,train,ariados,1745414451,89276eb5cd819a1a873021b70c32d19b872b11b1a2a176d41b5b58e3871f02e3,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745565913.jpg,kaggle/extracted/train/ariados/1745565913.jpg,train,ariados,1745565913,e9d7e9b5305c6ca25a98a4aefd88d2ac04f6d2d655f9d30952c168a9f2c09dc7,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745598435.jpg,kaggle/extracted/train/ariados/1745598435.jpg,train,ariados,1745598435,0ae49437247ae68604b7e973d463f7dc569b1c47ff93f2bd0a9f8363ad7c284f,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745599560.jpg,kaggle/extracted/train/ariados/1745599560.jpg,train,ariados,1745599560,b858f8acf19c1857efdd6dc0b7bcfbf3f9c4f6fa005b27c34e1cb2b863fd9901,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745962100.jpg,kaggle/extracted/train/ariados/1745962100.jpg,train,ariados,1745962100,6c878d5053a8a0f0f0d116290455ce9856180bb608b70aafc4b0a2ee9deac2a6,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745992249.jpg,kaggle/extracted/train/ariados/1745992249.jpg,train,ariados,1745992249,eaaf18e9161584b06cb046d7f970778554e8560c0190672f6dba2b4140299755,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1745995084.jpg,kaggle/extracted/train/ariados/1745995084.jpg,train,ariados,1745995084,fb0d066b17af098a75facc1774c6877ee9957ec81fdb085fd626bc95a2f08272,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746013806.jpg,kaggle/extracted/train/ariados/1746013806.jpg,train,ariados,1746013806,64133691eb2cbb292ddb0800c4847566a0f957166da8db000a48b35a24100bde,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746130657.jpg,kaggle/extracted/train/ariados/1746130657.jpg,train,ariados,1746130657,5705eb4bbfd00472da8168f79db31fb4626735f1015caff64b9229ada94a8ef5,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746211295.jpg,kaggle/extracted/train/ariados/1746211295.jpg,train,ariados,1746211295,63fd5babe080bf515babed99c1b35ea8626b2101635788a81f6d292e52880a49,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746222695.jpg,kaggle/extracted/train/ariados/1746222695.jpg,train,ariados,1746222695,77e533b4055ff2e0c7534d842c8f9f1cd19ec3466fbf481a97b3db81d7c2f2f2,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746341808.jpg,kaggle/extracted/train/ariados/1746341808.jpg,train,ariados,1746341808,87c840f97ef2614ade9ccfe468df7c75f795ef187bbda228d4a91c329dc5d205,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746428633.jpg,kaggle/extracted/train/ariados/1746428633.jpg,train,ariados,1746428633,2897d0e460e04e7f37054ec6f5b8f246c3e598f37be15c080f6912dc1847f310,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746432301.jpg,kaggle/extracted/train/ariados/1746432301.jpg,train,ariados,1746432301,dc822b597a7ae985672a7257c03b4f4666e838266dd3fbf1d169bf13bc420915,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746435043.jpg,kaggle/extracted/train/ariados/1746435043.jpg,train,ariados,1746435043,376501de109e7b4dfb41c3b47134f41111883b76e17fde34e0c6306a9a709c9f,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746444340.jpg,kaggle/extracted/train/ariados/1746444340.jpg,train,ariados,1746444340,80d3da1f38ec5ad7565c4cfb0beca4b33d18ae9669bc966dfb2bafa036c1234f,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746471602.jpg,kaggle/extracted/train/ariados/1746471602.jpg,train,ariados,1746471602,acd2b4b1bca4584d048a9d9df673867427f82be5da39d93dbfb9068d53821488,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746476690.jpg,kaggle/extracted/train/ariados/1746476690.jpg,train,ariados,1746476690,0137f8dc8180438086702873f44a919c98f07ef433f2c710c4bea7fe71d7d533,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746551573.jpg,kaggle/extracted/train/ariados/1746551573.jpg,train,ariados,1746551573,f12da8d9b2d2562c5d6dd587436657c41cdf8c2b0fafc79916f73392c1b14a9c,224,224,RGB
data/raw/kaggle/extracted/train/ariados/1746965457.jpg,kaggle/extracted/train/ariados/1746965457.jpg,train,ariados,1746965457,f4a5d537e8ccba751d9ad0f99ad6961ea5015977dedf653cd031922f3d8e7065,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745413834.jpg,kaggle/extracted/train/armaldo/1745413834.jpg,train,armaldo,1745413834,38d4c52070f436f3b66dbaaf49dc7db19dfa8c317f6f7c5e1fc17b667a530f6c,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745417034.jpg,kaggle/extracted/train/armaldo/1745417034.jpg,train,armaldo,1745417034,679967168583c0b0472e217dd3c012bb02d5c5279f417e8d6b67ad2ae7985de9,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745560260.jpg,kaggle/extracted/train/armaldo/1745560260.jpg,train,armaldo,1745560260,d7d0f6d0bae9621fea790e8bf25d5b7b2209cad936af4efaabe829b9aeb0d614,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745651677.jpg,kaggle/extracted/train/armaldo/1745651677.jpg,train,armaldo,1745651677,c133a4ff02abf1d4bb119350a25f04a467e3cb29d0cc4bbe022203ff9c148ea7,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745752569.jpg,kaggle/extracted/train/armaldo/1745752569.jpg,train,armaldo,1745752569,e9b26297cc3f0fce0d8e5b3cbf8b80f8265e4632c78f2364d7cb52517925a303,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745955813.jpg,kaggle/extracted/train/armaldo/1745955813.jpg,train,armaldo,1745955813,d995c80bfa841433c13ab44648f9199b9ee965b6c0a28a14d34fe3bc1b90758a,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745958772.jpg,kaggle/extracted/train/armaldo/1745958772.jpg,train,armaldo,1745958772,0adc6a1cd118a4e3086e211119f09e763dcd87f356b967070c746c166f0f1828,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745961990.jpg,kaggle/extracted/train/armaldo/1745961990.jpg,train,armaldo,1745961990,679ba56273b9cf76990a12b65af414edb79c5ffe09f53e22a66e0c52644cffe9,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745988074.jpg,kaggle/extracted/train/armaldo/1745988074.jpg,train,armaldo,1745988074,c3e2ed8d80cf877d0305715a120727647b9c1d74d51b9bf0054e450761e0293a,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745989012.jpg,kaggle/extracted/train/armaldo/1745989012.jpg,train,armaldo,1745989012,24b0280503d0c525fa23e2fd9242c4661212d2e2ba1fc3f91cdbb0a3f6202efb,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1745992970.jpg,kaggle/extracted/train/armaldo/1745992970.jpg,train,armaldo,1745992970,56027dba42b506bc4599d9779a2d6fd7088ea066891b5dc1313c28d256eba4be,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746030470.jpg,kaggle/extracted/train/armaldo/1746030470.jpg,train,armaldo,1746030470,2c0716af986126731a0a9d125e8ddf516100af5287906ae3c6e496230164de64,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746124658.jpg,kaggle/extracted/train/armaldo/1746124658.jpg,train,armaldo,1746124658,c81c1196e9300b0a0dc04ac92b09a869152fcfbfdaace3aa2a8b8605aab75a10,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746141997.jpg,kaggle/extracted/train/armaldo/1746141997.jpg,train,armaldo,1746141997,07e81657a980a7046aac0b305d011a3c02cad330ac8c74a0c1625a0ba140a39b,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746341540.jpg,kaggle/extracted/train/armaldo/1746341540.jpg,train,armaldo,1746341540,570cf46e200343791a12f1df89d5b990e48bc656b0fe41318a199ca84471f328,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746341540_hflip.jpg,kaggle/extracted/train/armaldo/1746341540_hflip.jpg,train,armaldo,1746341540,de159cf4a8cbb04fa3a5ae330a5108c0fb7beeeafe662ba0a33074705696cd4a,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746345181.jpg,kaggle/extracted/train/armaldo/1746345181.jpg,train,armaldo,1746345181,276329ba2c443d0dfbb946522fc60704acaec526674654d85d48ac8c62ef6890,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746387322.jpg,kaggle/extracted/train/armaldo/1746387322.jpg,train,armaldo,1746387322,a6703235773c3460e6513d98ea4971bb9c4c94d946aefea830d932295fd1bb1d,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746394654.jpg,kaggle/extracted/train/armaldo/1746394654.jpg,train,armaldo,1746394654,bd18c3b4f3cea005d639c7fba90661b5c09c507b5cb0c31e6d2c8a429545fe9c,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746427023.jpg,kaggle/extracted/train/armaldo/1746427023.jpg,train,armaldo,1746427023,ec5e6260949617316c141152911fc6f361ea927abf14fa88a09334bca123f721,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746434402.jpg,kaggle/extracted/train/armaldo/1746434402.jpg,train,armaldo,1746434402,8ae94da9ad749230284dd3a6d1d386fa9615cfa351a1dc323552c58b5969bcb2,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746463619.jpg,kaggle/extracted/train/armaldo/1746463619.jpg,train,armaldo,1746463619,4b4d0224e73097e293c26192e379e2a10858780c8b83735ad41dafccf4a67077,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746480402.jpg,kaggle/extracted/train/armaldo/1746480402.jpg,train,armaldo,1746480402,53ea73dde7ca213e57d9d7f9925c0dc01bf393bf47706b5b3d1cee0a927ffeca,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746526442.jpg,kaggle/extracted/train/armaldo/1746526442.jpg,train,armaldo,1746526442,11fa29c6d598777b978a61f9b78309c6681e35185d3d9c97ac4825636deac54d,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746528371.jpg,kaggle/extracted/train/armaldo/1746528371.jpg,train,armaldo,1746528371,e331e2eb4b8a73e6de1792b822ab90b504fa0ebe0f16f89ba496ce52dd7c8892,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746528782.jpg,kaggle/extracted/train/armaldo/1746528782.jpg,train,armaldo,1746528782,296cf8ea6b442de552c48ad5a11b24d005378d825cff0c6bbde3b79b7b3e6c9b,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746549901.jpg,kaggle/extracted/train/armaldo/1746549901.jpg,train,armaldo,1746549901,72d7c974d32be9ff193daacde6530d59e7bb2e01e7bc9806b34b1590b78d721c,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746551916.jpg,kaggle/extracted/train/armaldo/1746551916.jpg,train,armaldo,1746551916,7a25c1574eaf2dbf2907b89df25426ed0203eee173160369a9f8ad3a5bdaebbc,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746597625.jpg,kaggle/extracted/train/armaldo/1746597625.jpg,train,armaldo,1746597625,d0841c9b161839a3855f3e2fcf9e9ec97a78b6185212142631405bbd52efb56e,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1746969980.jpg,kaggle/extracted/train/armaldo/1746969980.jpg,train,armaldo,1746969980,8b94abfb9386dabf2110b0b91133a96ec916c751037933e6b749e27aa024156e,224,224,RGB
data/raw/kaggle/extracted/train/armaldo/1747176017.jpg,kaggle/extracted/train/armaldo/1747176017.jpg,train,armaldo,1747176017,e4193957ff61b44bf46ff712f2a8df3c1a0c13023a32a3d4121120dd9b80fc3d,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745395171.jpg,kaggle/extracted/train/armarouge/1745395171.jpg,train,armarouge,1745395171,3456ae4f98010f8015aee633ebf03399790ca0925af0bf8621d84c54bd1b6542,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745403999.jpg,kaggle/extracted/train/armarouge/1745403999.jpg,train,armarouge,1745403999,432f8051cc340af21de0d18a819457419cfbb7dfb0eef9555a2ab692df420d7b,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745415331.jpg,kaggle/extracted/train/armarouge/1745415331.jpg,train,armarouge,1745415331,f67c838a645f0c60e086d9b00ec302f986354a5cc800b10b7b87a0e8375074ae,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745415676.jpg,kaggle/extracted/train/armarouge/1745415676.jpg,train,armarouge,1745415676,e7e031483a22d80a0416dad1103f47e118cd36570e4772238b2b26ee9b0dfd0f,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745416165.jpg,kaggle/extracted/train/armarouge/1745416165.jpg,train,armarouge,1745416165,a7587bad8adf8ff61dcc865f253b83b71b276dc0ad76c39967b97b03d6cd7037,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745429970.jpg,kaggle/extracted/train/armarouge/1745429970.jpg,train,armarouge,1745429970,37054a35d71c80531d71a7e87ce3c33383fe9a17cfe69c2d121765fc8c164737,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745431398.jpg,kaggle/extracted/train/armarouge/1745431398.jpg,train,armarouge,1745431398,cb645516a5944fe92eaa726e6d69e9b6b4a2e57f035d09993e2ffd3490811d84,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745510936.jpg,kaggle/extracted/train/armarouge/1745510936.jpg,train,armarouge,1745510936,e1fc0180f7ab0189bde766be6dae0850b5a7a084bc0132901abbc130f78c764e,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745528138.jpg,kaggle/extracted/train/armarouge/1745528138.jpg,train,armarouge,1745528138,58928936b338e8af101e9bc34bc925bdf3b6c7d36d3406b6a97a5f4f6c5b7b7d,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745536211.jpg,kaggle/extracted/train/armarouge/1745536211.jpg,train,armarouge,1745536211,eac389a18361016e4e1ec2cafab697945a2eb251ff3f3fd20f9cea45584de016,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745537578.jpg,kaggle/extracted/train/armarouge/1745537578.jpg,train,armarouge,1745537578,d24de496a08ee4c864810e788d2ada7cba84da496a19a8ca985b47fa9158c26e,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745566258.jpg,kaggle/extracted/train/armarouge/1745566258.jpg,train,armarouge,1745566258,d823d0d4c42df0d2699ab2f5f8aa6c98efe3e2cfadbc5153d055032bffa4806c,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745595743.jpg,kaggle/extracted/train/armarouge/1745595743.jpg,train,armarouge,1745595743,38adafb29659612edf99a4f2b243c5003cb3e415fc9dea4c8c1eb88488176350,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745599127.jpg,kaggle/extracted/train/armarouge/1745599127.jpg,train,armarouge,1745599127,859e6705a21d7c59f360418a424aeb699576eb544ed1c472723f0a9b2d77c9a2,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745610877.jpg,kaggle/extracted/train/armarouge/1745610877.jpg,train,armarouge,1745610877,6097a7f9df8b33026afbde32d6aa7941eba649f38c744751dc96f23780acd7c4,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745652827.jpg,kaggle/extracted/train/armarouge/1745652827.jpg,train,armarouge,1745652827,e219f56c6e5fdaa679672a61cfabb4824dc1160e6e73493d3a2b3b7371d6cd05,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745660595.jpg,kaggle/extracted/train/armarouge/1745660595.jpg,train,armarouge,1745660595,6796c239c76fab78b41f4d92072dca6dfa5dedcc38ea9463cdaa0870a4f0264e,224,224,RGB
data/raw/kaggle/extracted/train/armarouge/1745759552.jpg,kaggle/extracted/train/armarouge/1745759552.jpg,train,armarouge,1745759552,46b57966c1d55684b25b0ff9dbf82328d32119b6bae3f2b3de8cb5725e88ea33,224,224,RGB
